,ids,names,rating,review_count,price,transactions,is_closed,type_food,type_food_alias,latitude,longitude,country,state,city,zip_code,transactions_
4391,CPrXIt-1RuNF0Lvb7KdCiA,Hopdoddy Burger Bar,4.0,778,$$,['delivery'],False,Burgers,burgers,33.976386,-118.417766,US,CA,Playa Vista,90094,['delivery']
4392,U-jWH-Cld5YxdJQv7MvKAQ,Urban Plates,4.0,697,$$,"['delivery', 'pickup']",False,"American (New), Salad, Sandwiches","newamerican, salad, sandwiches",33.977575,-118.416553,US,CA,Playa Vista,90094,"['delivery', 'pickup']"
4393,VscSML6lgNgjJbm41Jqjog,SOL Mexican Cocina,4.0,1319,$$,"['delivery', 'pickup']",False,"Bars, Mexican, Breakfast & Brunch","bars, mexican, breakfast_brunch",33.97607616706,-118.416961589194,US,CA,Los Angeles,90094,"['delivery', 'pickup']"
4394,7GNQast7U3fmiVXRJoCOlg,Mendocino Farms,4.5,1979,$$,"['delivery', 'pickup']",False,"Sandwiches, Salad","sandwiches, salad",33.978883,-118.437869,US,CA,Marina Del Rey,90292,"['delivery', 'pickup']"
4395,Z6NectFobqlT3TOL1SehQg,Hash,4.0,727,$$,"['delivery', 'pickup']",False,"Breakfast & Brunch, Cafes","breakfast_brunch, cafes",33.978852,-118.40565,US,CA,Los Angeles,90094,"['delivery', 'pickup']"
4396,87eLupoulevo1nGCzo-hFg,Conference Room,4.5,60,,"['delivery', 'pickup']",False,"Gastropubs, American (New)","gastropubs, newamerican",33.9782319,-118.4053497,US,CA,Los Angeles,90094,"['delivery', 'pickup']"
4397,mhV6ajue2eUPVWMULH9Jxg,The Bombay Frankie Company,4.5,755,$$,"['delivery', 'pickup']",False,Indian,indpak,33.986645,-118.392915,US,CA,Culver City,90230,"['delivery', 'pickup']"
4398,q6Vzf69NaHqj5H-ywT8b7Q,Koobide Mediterranean Grill,4.0,75,,"['delivery', 'pickup']",False,"Mediterranean, Persian/Iranian, Kebab","mediterranean, persian, kebab",33.986026,-118.401532,US,CA,Culver City,90230,"['delivery', 'pickup']"
4399,JxfOcD7GPDXPk2RuylDJcQ,Sustainabowl,4.5,403,$$,"['delivery', 'pickup']",False,"Poke, Acai Bowls, Vegan","poke, acaibowls, vegan",33.9617584,-118.4207342,US,CA,Los Angeles,90045,"['delivery', 'pickup']"
4400,048v5GZpsMP_1MEofObfSg,Bull & Butterfly,4.0,33,,[],False,"Steakhouses, Seafood","steak, seafood",33.976726,-118.417029,US,CA,Los Angeles,90094,
4401,SHiiQZQus20xnD-jW9oQuw,The Ramen Joint,4.5,1382,$$,['delivery'],False,Ramen,ramen,33.9583942,-118.3941804,US,CA,Los Angeles,90045,['delivery']
4402,uA3TautyZ7bby0w8Scwufg,Benny's Tacos & Chicken Rotisserie,4.5,2488,$,"['delivery', 'pickup']",False,"Mexican, Tex-Mex","mexican, tex-mex",33.95998,-118.41685,US,CA,Los Angeles,90045,"['delivery', 'pickup']"
4403,kMmj-I4IgsF3NsNmBizIkg,The Marigold Cafe,4.5,16,,"['delivery', 'pickup']",False,Cafes,cafes,33.978606,-118.438563,US,CA,Marina del Rey,90292,"['delivery', 'pickup']"
4404,j4JzyTsNq9K4MGiyG_BtkQ,Bulle Bakery,4.5,3,,[],False,"Bakeries, Desserts, Scandinavian","bakeries, desserts, scandinavian",33.9715,-118.42601,US,CA,Los Angeles,90094,
4405,cAnHOEuT0MkiribpjnFVRg,Ayara Thai Cuisine,4.0,2213,$$,"['delivery', 'pickup']",False,Thai,thai,33.95878,-118.39451,US,CA,Los Angeles,90045,"['delivery', 'pickup']"
4406,TzTqbkQN_A-bxW0ruPIz-g,Baja Catch & Grill,4.5,86,$,"['delivery', 'pickup']",False,"Seafood, Mexican","seafood, mexican",33.9818401,-118.4086738,US,CA,Culver City,90230,"['delivery', 'pickup']"
4407,NgjH7Djo93MdM0sJ7duJDQ,Kebab Bar | Mediterranean Restaurant Los Angeles,4.5,4,,"['delivery', 'pickup']",False,"Mediterranean, Persian/Iranian, Middle Eastern","mediterranean, persian, mideastern",33.957897,-118.395593,US,CA,Los Angeles,90045,"['delivery', 'pickup']"
4408,E5Rpbu3cIqUsPQF7qRkWWQ,Rodini Park,4.5,76,,"['delivery', 'pickup']",False,"Greek, Mediterranean, Bakeries","greek, mediterranean, bakeries",33.9782319,-118.4053497,US,CA,Playa Vista,90094,"['delivery', 'pickup']"
4409,-UuQNHb25PcBdB2YII8F4Q,Submariner,4.5,251,$,['delivery'],False,"American (Traditional), Delis","tradamerican, delis",33.991925,-118.42172,US,CA,Los Angeles,90066,['delivery']
4410,SHF_vf1wyUa5zomj_ZJ8sQ,Casa Modena,4.5,324,$$,"['delivery', 'pickup']",False,Italian,italian,33.98595,-118.40133,US,CA,Culver City,90230,"['delivery', 'pickup']"
4411,c4Cm2hQj-yKzA043ZnlZog,Cali Cafe,4.5,14,,"['delivery', 'pickup']",False,Breakfast & Brunch,breakfast_brunch,33.97336,-118.43019,US,CA,Los Angeles,90094,"['delivery', 'pickup']"
4412,75TCWQxWu5X_W7QZMc0bVQ,Tocaya - Playa Vista,4.0,454,$$,['delivery'],False,"Tacos, Salad","tacos, salad",33.979325,-118.406384,US,CA,Los Angeles,90094,['delivery']
4413,7Fum8b4ilhuwMr3R5pxPSg,The Manchester,4.5,97,,"['delivery', 'pickup']",False,"Cocktail Bars, American (New)","cocktailbars, newamerican",33.959998,-118.419237,US,CA,Los Angeles,90045,"['delivery', 'pickup']"
4414,iQfXHqlENqRkFHQr5tSq6w,Los Cocos Panaderia y Pupuseria,4.5,152,$,['delivery'],False,Vegan,vegan,33.9895838,-118.4188799,US,CA,Los Angeles,90066,['delivery']
4415,lXO-2s8DFGvtZ71qDunfNQ,The Most Valuable Playa,4.0,93,$$,"['delivery', 'pickup']",False,"Taiwanese, Asian Fusion, Burgers","taiwanese, asianfusion, burgers",33.96191,-118.42145,US,CA,Los Angeles,90045,"['delivery', 'pickup']"
4416,ZCW25em3XUNiXNT1CH1bzA,Gulp,3.5,195,$$,['pickup'],False,"American (New), Burgers, Sports Bars","newamerican, burgers, sportsbars",33.972623121843,-118.423509187836,US,CA,Los Angeles,90094,['pickup']
4417,hsucekX4BmjdNxOgZmNTUg,Ritrovo Playa Vista,4.0,162,$$,['delivery'],False,"Italian, Pizza","italian, pizza",33.97369,-118.4221,US,CA,Los Angeles,90094,['delivery']
4418,5MBxxIZHnW_-DKR-RMGU-w,SUGARFISH by sushi nozawa,4.0,1499,$$$,[],False,"Japanese, Sushi Bars","japanese, sushi",33.9789043663204,-118.437985205749,US,CA,Marina Del Rey,90292,
4419,JGA5WF_24JnqqgiNUyLT7A,Cabbage Patch,4.0,152,$$,"['delivery', 'pickup']",False,"American (New), Sandwiches","newamerican, sandwiches",33.975152,-118.4259732,US,CA,Los Angeles,90094,"['delivery', 'pickup']"
4420,Nio3OZYSFFYIW33wjHhTPw,sweetgreen,3.5,170,$$,"['delivery', 'pickup']",False,"Salad, Vegetarian","salad, vegetarian",33.9791293730653,-118.438174986473,US,CA,Marina Del Rey,90292,"['delivery', 'pickup']"
4421,66UC2fpGPhcCHgGo_56HJQ,Taj India Palace,4.0,493,$$,"['delivery', 'pickup']",False,Indian,indpak,33.962156,-118.421053,US,CA,Los Angeles,90045,"['delivery', 'pickup']"
4422,u7ewtelkeMJ5QTNpD8sr4Q,Oma's Puffers  - Mini Dutch Pancakes Treats,5.0,30,$,[],False,"Caterers, Food Stands, Pancakes","catering, foodstands, pancakes",33.976921,-118.4172522,US,CA,Los Angeles,90045,
4423,eOMJ7MYA2R6-1O3zB-5XeA,ON + ON KITCHEN,5.0,2,,[],False,"Asian Fusion, Korean","asianfusion, korean",33.985766,-118.393511,US,CA,Culver City,90230,
4424,GO7IkYkFwHmJEdc-fKL49w,Coni'Seafood,4.0,155,$$,['delivery'],False,"Seafood, Mexican","seafood, mexican",33.99247,-118.42233,US,CA,Los Angeles,90066,['delivery']
4425,rv82HG_UPgWR-l1ambrq7A,KC's Crepes Cafe,4.0,844,$,['pickup'],False,"Coffee & Tea, Creperies","coffee, creperies",33.962223,-118.420906,US,CA,Los Angeles,90045,['pickup']
4426,ROOiqA2eu6NL6mrjh9muVg,Mono Poke,4.0,312,$,"['delivery', 'pickup']",False,"Hawaiian, Poke, Salad","hawaiian, poke, salad",33.9569892,-118.3957129,US,CA,Los Angeles,90045,"['delivery', 'pickup']"
4427,r-N5nk6AgqiAmoBUr-4qDA,Ronnie's Diner,4.0,638,$,['delivery'],False,"Diners, Breakfast & Brunch, Burgers","diners, breakfast_brunch, burgers",33.98556,-118.42503,US,CA,Los Angeles,90066,['delivery']
4428,AlpIeWZqpyrUq9s4v-vOBw,Tapatia Mexican Food,5.0,82,$,['delivery'],False,Mexican,mexican,33.9948223,-118.4174847,US,CA,Culver City,90230,['delivery']
4429,if0jac3j5mvSpdul7io-dA,Astro Pub,3.5,74,$$,['delivery'],False,"American (New), Pubs","newamerican, pubs",33.97714,-118.417584,US,CA,Playa Vista,90094,['delivery']
4430,TGuu89JfPBZaefvBpjhasw,Pepe's Tacos,4.0,571,$,"['delivery', 'pickup']",False,Mexican,mexican,33.991587,-118.421441,US,CA,Los Angeles,90066,"['delivery', 'pickup']"
4431,3Qw9xytSD2R3nB4oUsIQSw,Shake Shack,3.5,137,$$,['delivery'],False,Burgers,burgers,33.9779015661597,-118.438142419859,US,CA,Marina del Rey,90292,['delivery']
4432,_yn6N01yKtIvCzY4bRYrtQ,Sorrento Italian Market,4.5,490,$,"['delivery', 'pickup']",False,"Grocery, Italian, Delis","grocery, italian, delis",33.99277,-118.3951651,US,CA,Culver City,90230,"['delivery', 'pickup']"
4433,ZFRMpOK9urh3Ol1r-51BKw,Sweet Fish Sushi Bar,3.5,347,$$,['delivery'],False,"Sushi Bars, Japanese","sushi, japanese",33.972585,-118.422855,US,CA,Playa Vista,90094,['delivery']
4434,o4q2P9Dj6J_HDXkQecrJZQ,Tomi Sushi,4.0,215,$$,"['delivery', 'pickup']",False,"Sushi Bars, Japanese, Tapas/Small Plates","sushi, japanese, tapasmallplates",33.98545,-118.42481,US,CA,Los Angeles,90066,"['delivery', 'pickup']"
4435,VBE4EIPUTR7e18Mfo0l7og,Belkin Cafe,5.0,4,$$,['delivery'],False,American (New),newamerican,33.9825936,-118.4047452,US,CA,Los Angeles,90094,['delivery']
4436,7vRPO5gjGp7LSQuSTQoqpA,Islands Restaurant,3.5,337,$$,['delivery'],False,"Burgers, Sports Bars, American (Traditional)","burgers, sportsbars, tradamerican",33.9782828721845,-118.392733,US,CA,Los Angeles,90045,['delivery']
4437,P2WWSFs3Zbw5ORt1Mevk-w,Jerry's Patio Cafe & Bar,4.5,65,,"['delivery', 'pickup']",False,"Burgers, Cafes, Beer Bar","burgers, cafes, beerbar",33.9843076790147,-118.437725572476,US,CA,Marina del Rey,90292,"['delivery', 'pickup']"
4438,SgS2sRquHS6sEGc89jw4ug,El Abajeño,4.0,659,$,[],False,Mexican,mexican,33.99437,-118.41754,US,CA,Culver City,90230,
4439,M2mLuHbmDzwR8QMGqdLjrQ,Truxton's American Bistro,4.0,1441,$$,"['delivery', 'pickup']",False,American (New),newamerican,33.959442,-118.393598,US,CA,Los Angeles,90045,"['delivery', 'pickup']"
4440,g-B5qeJ0V9mTKrM9Ekr7BA,Gushi,4.0,1122,$$,['delivery'],False,Korean,korean,34.062301687413,-118.44798487715,US,CA,Los Angeles,90024,['delivery']
4441,drHh5pVUZTg-zS-_fWufYg,Tacos 1986,4.0,138,$$,"['delivery', 'pickup']",False,Mexican,mexican,34.060618,-118.444679,US,CA,Los Angeles,90024,"['delivery', 'pickup']"
4442,b87BpAdxs6lUeMi62V13XQ,Plateia,4.0,140,$$,['delivery'],False,"Mediterranean, American (New)","mediterranean, newamerican",34.069379,-118.445407,US,CA,Los Angeles,90095,['delivery']
4443,PKwX5FuQg3neAEn81xDZbg,CAVA,4.0,482,$$,['delivery'],False,"Mediterranean, Salad","mediterranean, salad",34.0611151,-118.4462877,US,CA,Los Angeles,90024,['delivery']
4444,n5Bpjvi6LJO0QIumahwLbg,Mr Rice,4.0,47,$$,['delivery'],False,"Chinese, Hot Pot","chinese, hotpot",34.06223,-118.44667,US,CA,Los Angeles,90024,['delivery']
4445,VsfYRn8Zis256vX3MvOcaQ,The Greenhouse,4.0,62,$,[],False,"American (New), Salad","newamerican, salad",34.070383,-118.44423,US,CA,Los Angeles,90024,
4446,nbJJdBYfqJs4eRWt6N3W0w,Prince of Venice Restaurant,4.5,26,,[],False,"Italian, Pizza","italian, pizza",34.060862,-118.446078,US,CA,Los Angeles,90024,
4447,yZZOlnfE3w7G41WqRgeNiw,The Boiling Crab,3.5,850,$$,"['delivery', 'pickup']",False,"Cajun/Creole, Seafood","cajun, seafood",34.0609899,-118.44468,US,CA,Los Angeles,90024,"['delivery', 'pickup']"
4448,txH67ORSC9m_3F_ZVqoXwg,Fat Sal's Deli,4.0,1246,$$,"['delivery', 'pickup']",False,"Delis, Burgers, Sandwiches","delis, burgers, sandwiches",34.0625076,-118.4480291,US,CA,Los Angeles,90024,"['delivery', 'pickup']"
4449,uyDxfn9kFlxvCnxUFUzwzg,Ichi,4.5,116,$,"['delivery', 'pickup']",False,"Bubble Tea, Sushi Bars","bubbletea, sushi",34.0635585705341,-118.44574113654,US,CA,Los Angeles,90024,"['delivery', 'pickup']"
4450,MGZcRMKvabDOK3xdYKxAYQ,Hangry Moon's,4.0,117,$$,['delivery'],False,Chicken Shop,chickenshop,34.0623468,-118.4479731,US,CA,Los Angeles,90024,['delivery']
4451,n0aZC-MAalau-racm2Y20w,dipnmix,4.5,87,$,['delivery'],False,"Waffles, Creperies, Ice Cream & Frozen Yogurt","waffles, creperies, icecream",34.06271433,-118.44822867,US,CA,Los Angeles,90024,['delivery']
4452,cvER4PVKn_lYqlyWhP5rmg,Bella Pita,4.0,801,$,"['delivery', 'pickup']",False,"Middle Eastern, Sandwiches, Mediterranean","mideastern, sandwiches, mediterranean",34.062762,-118.4481571,US,CA,Los Angeles,90024,"['delivery', 'pickup']"
4453,taMhm9egDVqBzT3LEf7eHA,Pinches Tacos,4.0,258,$$,['delivery'],False,Mexican,mexican,34.0618827,-118.4439995,US,CA,Los Angeles,90024,['delivery']
4454,q9A_M140dH_M93jgjI1uvA,Northern Cafe,3.5,470,$,"['delivery', 'pickup']",False,"Chinese, Tapas/Small Plates","chinese, tapasmallplates",34.06098,-118.44672,US,CA,Los Angeles,90024,"['delivery', 'pickup']"
4455,1bs4xVpYgNrSjmbpwt3sGA,Fellow,4.5,224,$$,"['delivery', 'pickup']",False,"Venues & Event Spaces, American (New), Cocktail Bars","venues, newamerican, cocktailbars",34.061216,-118.444541,US,CA,Los Angeles,90024,"['delivery', 'pickup']"
4456,GGzgUd6k6aOHPp7PrT6d6g,Ralphs,3.5,367,$$,[],False,"Grocery, Delis, Pharmacy","grocery, delis, pharmacy",34.063514204957,-118.444078952997,US,CA,Westwood,90024,
4457,EGurjnWLUvnWISF8e5vysg,Tender Greens,4.0,302,$$,"['delivery', 'pickup']",False,American (New),newamerican,34.0604,-118.4444,US,CA,Westwood,90024,"['delivery', 'pickup']"
4458,1c4j2NhUZsfA0gt6B6_cBA,Mr Noodle,3.5,755,$$,"['delivery', 'pickup']",False,"Thai, Asian Fusion, Noodles","thai, asianfusion, noodles",34.0629355644099,-118.446870672485,US,CA,Los Angeles,90024,"['delivery', 'pickup']"
4459,fGgJQpJSicSfqZjCwwArhQ,Violet Bistro,5.0,51,,"['delivery', 'pickup']",False,"Cooking Schools, American (Traditional)","cookingschools, tradamerican",34.06044,-118.4443,US,CA,Los Angeles,90024,"['delivery', 'pickup']"
4460,2OPF3gO2OQfCR8-r8UTozw,House of Meatballs,4.0,453,$$,"['delivery', 'pickup']",False,"Italian, Wine Bars","italian, wine_bars",34.0608564,-118.4466571,US,CA,Los Angeles,90024,"['delivery', 'pickup']"
4461,im15AcdfZE0mqDdmyj62DA,Veggie Grill,4.0,56,$$,['pickup'],False,"American (New), Vegetarian, Vegan","newamerican, vegetarian, vegan",34.0685054,-118.4447634,US,CA,Los Angeles,90024,['pickup']
4462,vABtUg7rjePVTo5D3FaDsQ,The Other Side,3.0,1,,"['delivery', 'pickup']",False,American (Traditional),tradamerican,34.062239,-118.447841,US,CA,Los Angeles,90024,"['delivery', 'pickup']"
4463,XrBZs76ktFG8LNWWh2dB7g,STK Steakhouse,3.5,577,$$$,"['delivery', 'pickup']",False,"Steakhouses, American (New), Cocktail Bars","steak, newamerican, cocktailbars",34.06305,-118.44096,US,CA,Los Angeles,90024,"['delivery', 'pickup']"
4464,9sWrzI3UbOAQsuzzkTV1wQ,Northern Cafe,3.5,45,$$,"['pickup', 'delivery']",False,Chinese,chinese,34.06239,-118.44785,US,CA,Los Angeles,90024,"['pickup', 'delivery']"
4465,Pgj1jxIfZaC74CoqrX33Qw,Northern Cafe Chinese Hot Pot,4.5,28,,"['delivery', 'pickup']",False,"Chinese, Hot Pot","chinese, hotpot",34.06138,-118.44636,US,CA,Los Angeles,90024,"['delivery', 'pickup']"
4466,LImIRy5El-V5mKHQk8iwrw,The HIDEOUT,3.5,34,$$,[],False,"American (New), Bars","newamerican, bars",34.06305,-118.44096,US,CA,Los Angeles,90024,
4467,1TJ_IvBxp9Duc9XKNOsjMA,Bruin Plate,4.5,29,$$,[],False,American (New),newamerican,34.0718,-118.449725,US,CA,Los Angeles,90024,
4468,zcZWzI0sE51fOV6Ao-c_TA,Lamonica's NY Pizza,4.0,1060,$,['delivery'],False,"Pizza, Chicken Wings","pizza, chicken_wings",34.0609817504883,-118.446723937988,US,CA,Los Angeles,90024,['delivery']
4469,7YhR-qjMlpLKr_eZTUofFg,Kaido,4.0,323,$$,"['delivery', 'pickup']",False,"Sushi Bars, Japanese","sushi, japanese",34.0610309618422,-118.447429216735,US,CA,Los Angeles,90024,"['delivery', 'pickup']"
4470,tIIof6-zqlgxImFNDEIj9g,In-N-Out Burger,4.0,797,$,['delivery'],False,"Fast Food, Burgers","hotdogs, burgers",34.063064,-118.448026,US,CA,Los Angeles,90024,['delivery']
4471,8fovKg_olYXxvwFzcWBv2w,BIBIBOP Asian Grill,4.5,178,$,"['delivery', 'pickup']",False,"Korean, Fast Food, Salad","korean, hotdogs, salad",34.0614576,-118.4464181,US,CA,Los Angeles,90024,"['delivery', 'pickup']"
4472,xZEj7-V4F2YFZOKY59MU1w,Our Kosher Table,4.0,5,,[],False,Kosher,kosher,34.07025,-118.4384,US,CA,Los Angeles,90024,
4473,DvXULM5nTrk0-akh8PwjWA,Baja California Tacos,4.0,68,$,"['delivery', 'pickup']",False,"Mexican, Seafood, Fish & Chips","mexican, seafood, fishnchips",34.062991,-118.447249,US,CA,Los Angeles,90024,"['delivery', 'pickup']"
4474,plkTsuBDc8Sx1aA05p6lQw,Blaze Pizza,4.5,27,$,[],False,"Salad, Fast Food, Pizza","salad, hotdogs, pizza",34.06814,-118.442134,US,CA,Los Angeles,90095,
4475,FSwYtdKnrIQ3ofqMShHKJg,SEAS Cafe,4.5,87,$,[],False,Cafes,cafes,34.0689838567973,-118.4431814941,US,CA,Los Angeles,90024,
4476,TSRgZGwH4FeIt0aYaXImOw,Chick-fil-A,3.5,360,$,"['delivery', 'pickup']",False,Fast Food,hotdogs,34.0635092,-118.4451436,US,CA,Los Angeles,90024,"['delivery', 'pickup']"
4477,iQ3fajcAmbQrwPfg-AoJTA,Ami Japanese Restaurant,3.5,1504,$$,"['delivery', 'pickup']",False,"Japanese, Sushi Bars, Asian Fusion","japanese, sushi, asianfusion",34.0614599,-118.44661,US,CA,Los Angeles,90024,"['delivery', 'pickup']"
4478,qB1llEIBbd11PEsYE8EaDA,Yoshinoya,3.0,43,$,[],False,"Japanese, Fast Food","japanese, hotdogs",34.0682498511803,-118.442115962935,US,CA,Los Angeles,90095,
4479,gmnMLeZsJ9UH49Xgd5u2Rg,Rocco's Tavern,4.0,353,$$,['pickup'],False,"Pizza, Sports Bars, Italian","pizza, sportsbars, italian",34.06191,-118.44764,US,CA,Los Angeles,90024,['pickup']
4480,EkG5CXl366qLwZlTJbCuuQ,Frida Mexican Cuisine,3.0,438,$$,['pickup'],False,Mexican,mexican,34.0603467,-118.4426463,US,CA,Los Angeles,90024,['pickup']
4481,t0Jua5Oo9247QorSQ1WzPw,Barney's Beanery,3.0,590,$$,"['delivery', 'pickup']",False,"Breakfast & Brunch, Gastropubs, Sandwiches","breakfast_brunch, gastropubs, sandwiches",34.061716,-118.44664,US,CA,Westwood,90024,"['delivery', 'pickup']"
4482,C27AlKzYzTJwi3bNAWIXpQ,Ministry Of Coffee,3.5,320,$$,['delivery'],False,"Coffee & Tea, Breakfast & Brunch, Juice Bars & Smoothies","coffee, breakfast_brunch, juicebars",34.0621806,-118.4439215,US,CA,Los Angeles,90024,['delivery']
4483,0D_kaKetEWvYJ804dCARyw,Ronald Reagan UCLA Medical Center - Cafeteria,4.0,90,$,[],False,"Cafeteria, Medical Centers","cafeteria, medcenters",34.0662177,-118.4454167,US,CA,Los Angeles,90095,
4484,lGaVIq0oiRSRmtDZvMTljw,Feast At Rieber,4.0,69,$,[],False,"Asian Fusion, Japanese, Korean","asianfusion, japanese, korean",34.071675806548,-118.45139353867,US,CA,Los Angeles,90024,
4485,FjmEYsEtRNaerkOjh07wSQ,BJ's Restaurant & Brewhouse,3.0,565,$$,['delivery'],False,"Pizza, Breweries, American (New)","pizza, breweries, newamerican",34.062937,-118.447274,US,CA,Los Angeles,90024,['delivery']
4486,UOG1vQhRWxiM_cQYvNAjrw,Café 1919,4.0,44,$,['delivery'],False,Italian,italian,34.072602559911,-118.45097405577,US,CA,Los Angeles,90024,['delivery']
4487,2gkXUnz_JUHL3e23miYeMQ,Bollywood Bites,3.5,252,$$,"['delivery', 'pickup']",False,Indian,indpak,34.0610472,-118.44737,US,CA,Los Angeles,90024,"['delivery', 'pickup']"
4488,bELqNoqvhAcrOyL-i-iwpA,California Pizza Kitchen at Westwood,3.0,372,$$,"['delivery', 'pickup']",False,"Pizza, American (New), Salad","pizza, newamerican, salad",34.06213,-118.44719,US,CA,Los Angeles,90024,"['delivery', 'pickup']"
4489,g4GftV6mzdTXXYr0S9egnQ,First Szechuan Wok,3.0,196,$$,"['delivery', 'pickup']",False,Chinese,chinese,34.0602092,-118.4429637,US,CA,Los Angeles,90024,"['delivery', 'pickup']"
4490,zlTLiR3t2hzfvf72Rvf-ZQ,The Kickin Crab,4.5,8,,[],False,"Seafood, Cajun/Creole","seafood, cajun",33.96906,-118.16607,US,CA,Bell Gardens,90201,
4491,-nm3hL64XZmJEh1305Y1eg,Crepes n shakes LA,3.0,64,$,[],False,"Ice Cream & Frozen Yogurt, Bubble Tea, Creperies","icecream, bubbletea, creperies",33.9702571,-118.1659346,US,CA,Bell Gardens,90201,
4492,puvHSHxBjSjY1d2jBoRCZQ,Noodles n' More,3.5,28,,['delivery'],False,"Taiwanese, Asian Fusion","taiwanese, asianfusion",33.966851,-118.164428,US,CA,Bell Gardens,90201,['delivery']
4493,EHX5t0T0AybgPMEfnn9FUg,Krudos Sushi & Modern Kitchen,4.5,50,$$,[],False,"Sushi Bars, Seafood","sushi, seafood",33.9859016528,-118.174876682,US,CA,Maywood,90270,
4494,cZrl7ReIltMu1vjkGYyKbw,New York Slicers,4.5,196,$,"['delivery', 'pickup']",False,Delis,delis,33.989457,-118.160776,US,CA,Commerce,90040,"['delivery', 'pickup']"
4495,H8cJ7u0L0K0elanlJ_lWYQ,Cedar's Halal Meat Market & Grill,4.5,25,$,"['delivery', 'pickup']",False,Halal,halal,33.969231,-118.180559,US,CA,Bell,90201,"['delivery', 'pickup']"
4496,qTSKc4nxxU7eAs67nYmVXQ,The Rice Street,4.0,285,$,"['delivery', 'pickup']",False,"Asian Fusion, Thai","asianfusion, thai",33.9670353,-118.1576338,US,CA,Bell Gardens,90201,"['delivery', 'pickup']"
4497,_Gzb8oDw4QNbAVIqW9Kanw,La Casita Mexicana,4.0,1092,$$,"['pickup', 'delivery']",False,"Mexican, Caterers","mexican, catering",33.9786,-118.19515,US,CA,Bell,90201,"['pickup', 'delivery']"
4498,Elf0H4l_3qp-g_Dh63IQLw,Big Al's Pizzeria,4.5,1586,$$,['pickup'],False,"Pizza, Halal, Chicken Wings","pizza, halal, chicken_wings",33.9836076530163,-118.185687519908,US,CA,Maywood,90270,['pickup']
4499,znNsBFBJW05Jq10718xc1w,Pioneer Chicken,4.0,433,$,['delivery'],False,"Chicken Shop, Chicken Wings, Fish & Chips","chickenshop, chicken_wings, fishnchips",33.9658441,-118.1519534,US,CA,Bell Gardens,90201,['delivery']
4500,TtNyoWyQiKFIH5PjT3VbGA,Golden Bowl,4.0,233,$,['delivery'],False,Japanese,japanese,33.9525571868032,-118.163803981265,US,CA,South Gate,90280,['delivery']
4501,dXmtaoS7aBic0rFD2F7Q-Q,Gorditas,4.5,376,$,['delivery'],False,Mexican,mexican,33.97791,-118.18331,US,CA,Bell,90201,['delivery']
4502,i2WGN2yxLE55CI05m4vuQQ,Alfredo's Mexican Food,3.0,181,$,['delivery'],False,Mexican,mexican,33.969047,-118.164993,US,CA,Bell Gardens,90201,['delivery']
4503,qiKE01GKpkz8EIzOcuLtBA,Birrieria Canelo’s,5.0,25,,[],False,Mexican,mexican,33.990379,-118.185377,US,CA,Maywood,90270,
4504,G6A6oEC3Ju85A7o9ffJryA,Puntip Cuisine Thai Food,4.5,47,$$,['delivery'],False,Thai,thai,33.962477,-118.185346,US,CA,Cudahy,90201,['delivery']
4505,ufLBtXcH4hbhAvydKmrncw,La Barca Restaurantes,3.0,192,$$,['delivery'],False,"Mexican, Specialty Food","mexican, gourmet",33.96964,-118.1785,US,CA,Bell,90201,['delivery']
4506,NKnhXJm4NOCyNJP_2ztzkg,Jim's Burgers,4.0,159,$,"['delivery', 'pickup']",False,Burgers,burgers,33.977306,-118.183349,US,CA,Bell,90201,"['delivery', 'pickup']"
4507,6CO_BggwIKQftjXhISsw6A,Rice Street Go Now,4.5,16,,"['delivery', 'pickup']",False,Thai,thai,33.989635,-118.160726,US,CA,Commerce,90040,"['delivery', 'pickup']"
4508,V7pDYGmM-QhAqTBNn4VAug,Ono Hawaiian BBQ,2.5,58,$,"['delivery', 'pickup']",False,"Barbeque, Hawaiian","bbq, hawaiian",33.9521149023016,-118.184021022476,US,CA,South Gate,90280,"['delivery', 'pickup']"
4509,DSpBx5Sust-P0JANIG0hMA,El Pescador - Bell Gardens,3.5,233,$$,"['delivery', 'pickup']",False,"Mexican, Seafood","mexican, seafood",33.97195,-118.164619,US,CA,Bell Gardens,90201,"['delivery', 'pickup']"
4510,-jvFMFhFaHbAvISCUmUtWQ,Legend Hot Chicken,3.5,23,,"['delivery', 'pickup']",False,Chicken Shop,chickenshop,33.963984,-118.150224,US,CA,Bell Gardens,90201,"['delivery', 'pickup']"
4511,rFUJGsKELozjJO9BBJEjiA,Rocio's Mexican Kitchen,4.5,437,$$,['delivery'],False,"Mexican, Salad, Steakhouses","mexican, salad, steak",33.9601705,-118.1563554,US,CA,Bell Gardens,90201,['delivery']
4512,LENzUW6ZM4G4HfdeaS0Svg,Applebee's Grill + Bar,2.5,358,$$,"['delivery', 'pickup']",False,"American (Traditional), Sports Bars, Burgers","tradamerican, sportsbars, burgers",33.96751,-118.164437,US,CA,Bell Gardens,90201,"['delivery', 'pickup']"
4513,GaSHdE1X3sXMjMuFCCXAnA,Fish-O-Licious,4.5,101,$$,"['delivery', 'pickup']",False,"Seafood, Fish & Chips","seafood, fishnchips",33.9903086,-118.1611117,US,CA,Los Angeles,90040,"['delivery', 'pickup']"
