STATE,NAME,geo_type,transportation_type,country,2020-01-13,2020-01-14,2020-01-15,2020-01-16,2020-01-17,2020-01-18,2020-01-19,2020-01-20,2020-01-21,2020-01-22,2020-01-23,2020-01-24,2020-01-25,2020-01-26,2020-01-27,2020-01-28,2020-01-29,2020-01-30,2020-01-31,2020-02-01,2020-02-02,2020-02-03,2020-02-04,2020-02-05,2020-02-06,2020-02-07,2020-02-08,2020-02-09,2020-02-10,2020-02-11,2020-02-12,2020-02-13,2020-02-14,2020-02-15,2020-02-16,2020-02-17,2020-02-18,2020-02-19,2020-02-20,2020-02-21,2020-02-22,2020-02-23,2020-02-24,2020-02-25,2020-02-26,2020-02-27,2020-02-28,2020-02-29,2020-03-01,2020-03-02,2020-03-03,2020-03-04,2020-03-05,2020-03-06,2020-03-07,2020-03-08,2020-03-09,2020-03-10,2020-03-11,2020-03-12,2020-03-13,2020-03-14,2020-03-15,2020-03-16,2020-03-17,2020-03-18,2020-03-19,2020-03-20,2020-03-21,2020-03-22,2020-03-23,2020-03-24,2020-03-25,2020-03-26,2020-03-27,2020-03-28,2020-03-29,2020-03-30,2020-03-31,2020-04-01,2020-04-02,2020-04-03,2020-04-04,2020-04-05,2020-04-06,2020-04-07,2020-04-08,2020-04-09,2020-04-10,2020-04-11,2020-04-12,2020-04-13,2020-04-14,2020-04-15,2020-04-16,2020-04-17,2020-04-18,2020-04-19,2020-04-20,2020-04-21,2020-04-22,2020-04-23,2020-04-24,2020-04-25,2020-04-26,2020-04-27,2020-04-28,2020-04-29,2020-04-30,2020-05-01,2020-05-02,2020-05-03,2020-05-04,2020-05-05,2020-05-06,2020-05-07,2020-05-08,2020-05-09,2020-05-10,2020-05-11,2020-05-12,2020-05-13,2020-05-14,2020-05-15,2020-05-16,2020-05-17,2020-05-18,2020-05-19,2020-05-20,2020-05-21,2020-05-22,2020-05-23,2020-05-24,2020-05-25,2020-05-26,2020-05-27,2020-05-28,2020-05-29,2020-05-30,2020-05-31,2020-06-01,2020-06-02,2020-06-03,2020-06-04,2020-06-05,2020-06-06,2020-06-07,2020-06-08,2020-06-09,2020-06-10,2020-06-11,2020-06-12,2020-06-13,2020-06-14,2020-06-15,2020-06-16,2020-06-17,2020-06-18,2020-06-19,2020-06-20,2020-06-21,2020-06-22,2020-06-23,2020-06-24,2020-06-25,2020-06-26,2020-06-27,2020-06-28,2020-06-29,2020-06-30,2020-07-01,2020-07-02,2020-07-03,2020-07-04,2020-07-05,2020-07-06,2020-07-07,2020-07-08,2020-07-09,2020-07-10,2020-07-11,2020-07-12,2020-07-13,2020-07-14,2020-07-15,2020-07-16,2020-07-17,2020-07-18,2020-07-19,2020-07-20,2020-07-21,2020-07-22,2020-07-23,2020-07-24,2020-07-25,2020-07-26,2020-07-27,2020-07-28,2020-07-29,2020-07-30,2020-07-31,2020-08-01,2020-08-02,2020-08-03,2020-08-04,2020-08-05,2020-08-06,2020-08-07,2020-08-08,2020-08-09,2020-08-10,2020-08-11,2020-08-12,2020-08-13,2020-08-14,2020-08-15,2020-08-16,2020-08-17,2020-08-18,2020-08-19,2020-08-20,2020-08-21,2020-08-22,2020-08-23,2020-08-24,2020-08-25,2020-08-26,2020-08-27,2020-08-28,2020-08-29,2020-08-30,2020-08-31,2020-09-01,2020-09-02,2020-09-03,2020-09-04,2020-09-05,2020-09-06,2020-09-07,2020-09-08,2020-09-09,2020-09-10,2020-09-11,2020-09-12,2020-09-13,2020-09-14,2020-09-15,2020-09-16,2020-09-17,2020-09-18,2020-09-19,2020-09-20,2020-09-21,2020-09-22,2020-09-23,2020-09-24,2020-09-25,2020-09-26,2020-09-27,2020-09-28,2020-09-29,2020-09-30,2020-10-01,2020-10-02,2020-10-03,2020-10-04,2020-10-05,2020-10-06,2020-10-07,2020-10-08,2020-10-09,2020-10-10,2020-10-11,2020-10-12,2020-10-13,2020-10-14,2020-10-15,2020-10-16,2020-10-17,2020-10-18,2020-10-19,2020-10-20,2020-10-21,2020-10-22,2020-10-23,2020-10-24
13,Georgia,sub-region,transit,United States,100.0,100.08,100.62,102.63,102.09,90.97,75.45,90.36,96.13,91.96,91.46,98.81,91.81,69.93,91.4,94.8,93.83,94.34,95.79,88.61,74.34,95.97,97.23,96.53,91.86,99.56,80.69,79.62,95.28,96.65,100.9,102.63,116.93,101.14,78.19,97.89,97.3,97.01,91.16,103.13,97.52,78.11,89.35,99.06,98.72,102.91,111.2,113.16,83.68,94.54,93.92,89.62,93.2,113.02,106.83,82.79,98.86,93.77,94.62,88.12,86.72,79.92,60.65,68.17,64.23,60.18,57.35,59.7,50.65,38.93,46.5,45.51,46.57,48.91,51.64,48.46,42.33,51.76,45.0,45.94,45.88,44.78,40.94,36.98,45.58,44.31,45.57,47.15,45.79,43.65,32.61,47.15,48.72,46.04,45.04,48.83,46.16,36.38,51.06,46.93,44.55,40.51,49.65,45.64,39.77,47.8,47.99,44.01,46.38,50.73,49.13,44.77,51.29,50.2,50.34,50.58,50.62,50.07,42.59,47.41,38.41,51.93,52.79,57.0,56.3,49.69,53.25,55.55,52.3,55.03,61.89,59.85,53.42,52.08,55.39,52.94,58.19,64.72,60.87,53.95,58.46,58.18,59.47,59.83,61.88,65.23,59.34,62.22,62.7,61.09,63.72,69.77,71.14,56.54,63.27,62.54,62.68,65.7,74.04,71.64,56.52,66.29,65.15,63.72,67.22,71.24,68.03,62.72,67.75,65.67,65.64,70.65,75.75,61.46,59.69,65.72,65.3,65.12,66.84,71.86,70.22,56.9,65.77,63.35,65.97,67.37,71.63,69.19,59.67,65.45,63.8,65.98,65.44,68.07,63.22,58.94,65.63,63.53,61.8,65.05,67.2,67.19,55.3,64.94,66.51,64.63,65.83,70.87,70.14,60.4,64.57,67.11,65.34,66.93,71.08,68.34,61.81,68.53,69.25,68.06,67.55,71.86,69.64,58.93,67.54,63.06,67.22,67.36,69.98,68.16,57.11,64.81,67.66,68.48,70.96,76.25,73.07,61.31,61.29,62.89,63.22,62.65,68.45,64.7,53.81,61.16,58.23,57.57,63.57,71.85,71.0,60.04,65.18,63.27,66.13,62.0,70.51,69.12,57.91,64.18,58.78,65.28,63.83,69.21,66.87,55.4,62.59,61.2,62.4,64.63,69.29,61.68,54.23,64.03,64.99,64.43,63.94,67.19,65.97,53.78,61.9,61.05,60.92,63.82,69.68,64.8
15,Hawaii,sub-region,transit,United States,100.0,98.37,100.04,99.43,106.82,99.42,82.85,88.32,95.02,97.68,93.33,101.47,98.02,82.46,96.79,91.23,92.75,90.4,94.5,90.81,80.5,93.18,90.08,95.03,86.13,101.59,99.29,87.07,92.76,87.71,91.16,92.89,100.91,97.55,91.93,91.14,89.29,87.22,87.4,98.48,92.87,81.61,90.47,89.54,91.05,87.83,94.14,88.08,77.51,84.56,84.78,86.81,85.87,90.63,89.44,71.16,83.11,79.78,78.37,70.48,78.62,71.89,59.86,58.56,45.12,42.05,38.46,37.04,28.45,22.42,22.22,17.46,14.45,13.35,15.34,13.9,10.73,14.63,14.17,13.2,11.37,12.57,11.54,9.86,12.49,11.83,12.25,12.98,12.86,10.68,8.1,12.96,11.69,11.73,12.12,11.72,11.13,10.32,12.76,12.16,12.26,11.69,12.07,10.73,10.8,12.87,13.58,12.39,13.0,13.03,12.72,11.88,14.03,14.73,15.13,14.36,14.54,14.07,12.37,12.17,12.0,14.59,14.95,16.73,14.8,15.57,18.35,17.15,19.33,17.37,19.35,15.98,16.29,17.82,20.55,20.57,20.71,20.78,19.38,16.07,22.58,21.96,20.47,21.08,23.96,21.85,18.69,22.15,23.93,21.56,22.04,23.09,19.69,19.06,24.51,23.6,23.79,22.89,24.06,21.75,17.1,22.3,24.78,25.95,23.73,25.16,20.63,19.46,22.75,23.72,24.12,23.98,21.49,19.28,19.4,23.66,25.55,23.72,21.71,23.71,21.54,18.42,21.65,23.11,22.73,23.61,24.18,21.37,19.04,23.62,23.88,23.64,22.36,24.26,17.51,9.46,19.93,22.98,21.7,23.42,23.54,18.91,18.34,22.11,23.59,22.57,21.53,22.12,16.11,15.55,20.51,21.22,20.63,20.07,21.4,18.9,15.93,21.78,19.91,20.71,19.7,21.46,17.7,17.53,23.81,22.77,24.08,16.62,18.65,19.26,16.71,21.97,20.28,21.9,22.45,24.1,25.13,23.22,20.36,20.34,21.69,21.39,23.71,26.43,22.52,21.09,22.73,21.7,23.53,25.61,25.24,20.86,21.62,22.32,22.56,23.89,26.97,29.05,23.15,24.43,23.86,24.46,25.83,28.6,28.86,24.15,26.76,25.73,26.84,27.6,31.12,30.64,22.52,23.36,27.38,25.04,26.28,28.27,27.6,22.93,26.38,26.28,26.15,26.93,30.88,30.51
16,Idaho,sub-region,transit,United States,100.0,86.57,92.87,87.98,104.56,98.34,74.63,93.95,81.18,88.14,85.9,106.72,95.52,75.7,85.82,81.43,86.24,92.54,96.02,100.17,69.24,94.03,87.31,91.29,90.8,92.95,100.08,79.52,89.64,94.61,91.46,101.41,107.13,108.54,86.57,98.34,96.68,89.88,98.76,111.77,115.75,81.18,90.55,102.74,91.29,99.83,116.33,113.52,81.59,94.53,87.06,90.71,102.57,112.52,104.64,77.86,93.78,95.44,86.65,93.62,93.2,86.48,70.98,81.92,74.3,72.55,70.56,74.38,76.78,57.3,67.91,60.03,60.61,46.85,58.87,57.96,47.26,56.47,77.11,60.53,48.76,55.97,53.9,48.42,57.13,61.44,58.62,65.51,69.24,57.38,44.69,55.8,59.37,59.78,65.01,69.57,64.43,57.05,75.46,67.33,65.01,71.89,71.56,68.74,63.02,74.63,82.34,77.61,76.87,87.4,87.98,70.48,87.4,79.27,68.74,80.93,91.04,81.34,72.8,68.66,55.22,74.21,74.88,92.21,81.92,77.36,74.3,79.52,77.94,78.28,98.09,94.61,86.9,90.22,104.89,100.0,112.02,113.52,98.59,85.32,105.64,104.81,101.41,105.97,114.68,99.59,94.11,103.81,96.27,113.85,119.57,132.59,109.62,97.84,99.67,108.21,112.94,115.59,130.51,117.08,101.16,128.11,126.37,133.17,135.24,144.28,127.69,113.18,124.96,119.73,119.49,130.27,142.62,121.23,121.81,137.73,117.08,132.09,130.02,152.99,135.32,118.16,124.3,129.02,127.2,128.77,139.3,137.89,133.42,132.09,122.55,135.49,130.85,148.18,133.58,125.46,131.34,134.49,125.04,127.2,146.43,128.94,123.88,133.08,137.81,131.67,133.75,133.0,132.26,122.06,134.49,127.94,122.39,134.41,135.57,131.67,117.33,123.63,124.71,122.8,134.41,135.99,125.12,109.12,118.74,116.25,118.74,121.64,149.34,125.29,111.03,109.45,111.11,116.58,111.03,137.23,130.76,117.41,118.91,114.76,110.53,121.48,144.44,136.24,100.5,115.01,109.87,117.08,139.14,136.98,142.45,114.84,132.17,109.62,123.63,115.17,150.0,128.36,107.13,116.67,115.92,116.09,114.34,121.81,136.4,96.27,101.74,95.52,102.24,113.68,129.27,109.12,89.3,97.6,90.13,104.56,102.4,108.62,110.36,92.62,101.66,88.06,98.42,100.33,110.45,99.83
17,Illinois,sub-region,transit,United States,100.0,100.93,100.27,103.46,119.69,99.6,77.09,96.4,101.55,102.96,103.61,115.09,105.59,77.69,99.34,98.35,98.67,104.78,118.6,103.9,81.88,98.73,97.54,101.6,103.99,112.85,110.45,81.98,101.0,102.92,105.85,112.98,128.63,116.89,98.31,104.21,106.11,106.0,109.08,128.44,120.46,93.45,97.81,99.05,101.11,109.27,127.12,120.78,91.33,101.84,103.16,104.71,109.03,123.86,122.57,93.96,101.04,103.26,98.5,92.2,93.33,72.39,52.74,50.19,42.96,35.68,33.1,31.87,25.12,20.61,25.01,25.37,26.45,24.11,25.74,23.34,22.22,24.78,24.29,23.81,24.78,25.23,22.17,21.31,23.77,25.62,24.23,23.51,24.92,22.69,19.33,24.28,23.78,23.37,24.34,23.96,24.36,23.29,27.19,25.61,25.29,25.25,24.98,23.0,23.59,25.62,25.66,25.06,26.3,27.94,28.86,26.8,27.5,27.47,29.46,29.56,28.83,28.49,23.05,25.8,22.26,29.22,27.32,30.84,28.96,24.55,31.76,30.31,32.3,31.74,33.97,30.39,29.9,31.35,34.67,34.89,34.05,37.1,41.02,27.63,29.28,31.95,33.93,38.61,41.11,44.36,36.04,44.28,41.38,42.53,44.6,46.68,43.77,39.59,46.78,48.26,48.83,48.82,53.17,44.31,37.81,44.21,47.9,47.76,48.85,45.49,48.27,43.41,47.11,49.37,51.12,53.76,52.26,44.91,42.04,51.74,51.07,50.94,50.57,53.41,50.02,44.06,51.36,51.11,47.18,52.06,56.56,51.65,40.03,49.83,48.07,51.4,52.4,55.22,52.2,43.45,47.75,50.13,49.12,50.13,53.09,50.25,41.77,50.4,50.76,50.11,51.12,55.15,51.35,44.53,45.83,51.52,52.45,52.19,55.44,52.56,46.34,51.4,51.36,52.67,54.89,59.11,57.61,46.68,52.85,52.83,52.59,52.17,56.35,54.53,45.32,51.39,49.33,54.32,55.99,62.17,57.52,45.0,46.17,47.12,48.82,49.77,55.22,50.15,47.98,49.04,50.79,53.51,54.5,60.33,61.06,49.32,51.19,52.32,53.33,53.49,63.03,60.88,47.58,48.9,48.96,48.85,50.14,57.2,58.46,46.56,49.68,51.57,51.96,54.7,62.03,62.29,49.31,48.67,50.8,51.21,52.39,58.31,57.63,42.18,46.83,48.1,48.69,51.35,52.78,56.43
18,Indiana,sub-region,transit,United States,100.0,95.38,95.38,93.26,102.04,92.05,76.01,91.1,93.85,92.95,90.55,102.14,95.03,77.21,88.58,89.59,90.92,88.99,96.36,102.63,74.36,90.72,88.62,92.13,90.17,99.54,98.63,81.87,92.37,92.68,91.59,89.67,107.35,104.79,87.95,99.0,97.49,96.76,94.98,108.47,102.82,82.27,91.94,94.31,87.64,93.13,104.83,104.89,86.82,94.62,94.22,95.95,102.79,102.91,107.18,80.88,91.12,92.91,89.44,86.49,90.94,73.37,66.31,70.87,64.87,57.56,59.3,59.69,48.22,42.96,50.55,50.17,49.97,48.3,47.84,45.59,40.82,48.56,48.07,45.07,50.22,55.34,46.49,46.69,53.12,54.1,54.49,50.38,52.7,46.04,37.19,46.02,48.43,47.92,49.25,47.58,53.07,45.53,57.2,56.32,56.76,50.75,60.56,48.88,47.46,58.02,58.49,53.44,53.22,64.43,66.38,54.36,64.49,55.87,59.23,63.74,62.13,60.81,48.49,54.44,44.41,60.14,61.71,66.05,67.69,52.08,65.93,67.22,64.92,66.13,79.83,72.44,70.93,67.62,75.53,75.11,73.49,78.52,76.64,64.54,69.47,75.56,74.68,76.74,88.67,84.25,73.28,80.41,74.99,78.27,79.72,87.87,84.04,73.49,79.03,80.54,83.62,85.46,92.01,95.04,73.69,82.94,84.97,81.79,87.79,96.27,89.62,83.89,82.91,87.29,89.72,89.49,95.38,83.98,81.37,93.48,87.08,88.25,93.19,97.95,97.34,80.2,85.22,85.06,86.44,86.43,97.96,100.21,75.17,83.41,83.07,80.41,86.47,94.94,99.19,82.07,80.66,86.47,83.59,77.3,89.57,83.79,76.98,82.28,81.4,82.97,85.34,92.66,94.08,78.83,81.52,82.39,80.96,82.1,95.76,94.31,78.29,84.02,85.38,87.33,92.16,104.47,104.88,90.02,96.29,92.99,91.04,87.34,96.34,94.63,75.24,81.58,78.77,82.61,88.51,97.75,100.1,74.38,78.0,82.68,80.87,78.75,90.65,90.96,68.5,76.13,77.37,83.57,91.57,98.26,106.91,83.71,86.84,88.37,84.62,86.18,98.14,102.52,74.85,75.05,80.05,77.55,79.97,88.56,87.89,70.49,74.51,78.28,79.03,81.48,96.03,92.4,75.45,75.59,77.32,73.48,76.56,88.44,85.17,67.8,71.47,72.3,70.72,77.41,82.39,81.96
19,Iowa,sub-region,transit,United States,100.0,106.09,99.44,98.29,74.67,77.45,71.17,86.44,99.26,87.59,93.5,99.7,94.87,70.25,91.16,91.86,87.56,91.86,105.42,102.01,75.85,99.93,88.63,100.67,100.52,102.79,96.99,74.59,90.53,97.33,92.83,94.09,110.36,104.68,79.61,88.67,89.45,94.58,97.44,105.05,103.68,79.68,94.09,94.5,91.83,101.78,105.39,112.7,83.58,98.03,94.91,99.18,97.18,110.77,106.91,88.74,96.03,93.98,90.86,91.57,90.42,70.65,66.38,68.39,63.37,54.61,52.08,58.06,48.4,39.67,48.7,51.34,50.82,48.22,53.45,44.91,42.31,57.76,48.81,55.27,55.05,43.05,44.17,41.86,47.85,60.25,47.85,52.64,51.86,44.91,35.22,47.33,48.96,47.47,43.57,53.45,49.63,46.21,48.29,51.89,56.46,60.33,53.27,56.05,53.83,62.59,53.38,53.94,63.19,69.43,65.86,61.29,57.69,57.84,62.48,60.77,65.12,60.59,49.67,56.05,42.72,56.24,59.21,72.1,62.89,59.14,66.34,63.89,66.34,68.76,70.28,74.52,67.57,69.32,69.28,73.07,70.95,80.5,75.04,66.79,70.84,76.49,80.94,84.44,92.09,87.33,84.51,89.08,74.33,76.08,87.74,97.18,94.17,84.92,88.22,83.43,85.18,89.56,85.77,88.22,78.6,78.75,85.59,86.7,95.1,99.74,97.4,116.68,91.79,90.94,88.3,99.0,98.96,84.51,85.7,87.82,90.53,89.6,87.82,104.98,109.4,91.38,91.98,82.13,77.53,91.79,99.11,101.71,90.16,87.15,86.29,86.0,89.26,103.49,98.48,81.2,87.37,90.79,90.27,89.45,101.0,105.13,88.11,92.01,87.93,92.72,97.29,105.91,107.06,87.96,80.42,86.48,98.33,113.48,123.18,114.64,114.08,123.63,114.75,114.23,113.93,122.14,117.42,96.55,101.75,107.21,96.69,101.0,104.46,104.53,78.42,88.3,86.29,85.18,90.71,112.56,96.4,83.62,84.4,76.45,78.42,73.59,83.51,91.64,77.08,78.83,88.11,94.17,95.99,110.14,112.0,94.21,93.42,94.43,96.51,94.65,107.84,104.09,80.01,81.98,82.32,80.5,89.71,93.31,87.52,75.3,83.02,84.77,80.46,90.12,104.31,105.01,80.76,76.89,81.76,79.64,78.34,92.53,93.42,69.32,68.87,73.92,73.44,75.82,82.76,78.16
20,Kansas,sub-region,transit,United States,100.0,103.13,92.21,106.22,91.75,106.31,83.0,100.0,109.08,99.31,103.87,111.24,106.77,81.71,101.98,92.95,98.57,103.0,111.52,107.65,76.36,101.43,117.37,105.25,110.65,114.75,113.18,90.0,108.06,106.41,96.08,103.59,117.65,117.79,97.42,119.4,114.06,109.72,106.91,119.12,123.64,91.38,102.9,112.53,112.44,112.81,119.54,126.41,101.75,108.66,106.68,107.0,116.08,132.81,124.56,96.54,102.26,106.73,107.28,104.1,103.04,86.68,75.85,78.62,77.33,73.82,73.46,74.33,68.06,54.98,62.81,61.2,64.61,60.74,74.84,54.56,55.44,61.29,66.31,66.82,58.16,55.39,56.87,48.2,66.68,71.84,70.09,68.71,65.07,61.66,43.23,64.88,65.21,67.42,62.72,69.22,61.34,58.99,70.83,71.2,67.83,73.73,68.66,76.59,66.68,75.62,74.42,78.66,81.57,85.16,82.95,71.98,71.75,83.13,87.37,75.21,86.45,82.76,64.56,59.77,56.87,75.21,83.69,88.16,85.76,75.71,85.07,92.44,85.02,87.7,96.91,104.65,80.78,83.78,90.37,91.43,96.22,106.41,97.7,85.58,95.21,99.4,102.49,110.32,112.63,113.5,93.55,107.6,105.16,107.37,104.01,116.22,114.19,95.99,108.06,103.09,106.04,110.51,111.29,119.86,90.65,102.53,106.45,112.86,113.46,126.77,114.1,95.58,114.33,109.72,106.77,118.25,119.86,92.67,99.77,109.54,107.47,106.18,110.14,114.61,115.94,92.3,102.44,109.63,103.82,109.54,119.49,122.07,94.42,100.88,105.12,111.98,111.38,114.33,105.12,99.4,98.43,103.87,93.87,104.47,110.28,108.57,95.35,97.56,98.2,105.48,106.5,116.82,121.06,96.31,104.7,105.9,117.19,116.68,129.63,121.24,98.39,103.04,105.62,102.67,113.5,122.95,114.79,98.25,116.68,111.24,113.78,114.84,113.13,102.07,89.77,103.27,104.93,105.53,112.67,122.58,110.37,86.08,97.93,95.07,94.38,99.26,110.23,103.13,80.23,102.9,97.05,114.61,130.83,134.19,120.92,100.05,109.35,112.58,117.51,115.71,126.41,120.74,84.79,95.21,98.25,99.31,104.19,122.72,104.19,85.76,96.87,94.24,95.35,111.11,111.24,108.11,90.05,99.31,93.69,94.75,97.14,112.07,104.29,75.48,86.36,89.54,91.66,99.22,102.4,99.03
21,Kentucky,sub-region,transit,United States,100.0,101.01,103.1,96.05,103.19,95.6,78.21,91.69,96.01,99.98,96.11,102.4,95.08,80.2,98.87,95.02,94.94,97.06,105.56,102.2,87.26,101.71,101.33,106.63,105.28,103.39,92.7,84.84,100.18,102.76,98.65,104.33,109.68,106.19,86.41,108.85,100.54,103.67,103.06,111.45,111.61,87.0,96.31,101.65,97.36,101.67,107.38,112.62,93.91,95.91,101.43,100.52,99.07,109.35,111.83,89.09,101.94,97.94,99.72,86.83,96.63,78.67,69.4,74.56,74.54,67.68,63.81,71.47,60.58,52.7,60.58,57.96,58.53,59.09,60.46,57.96,51.61,58.81,51.13,52.32,55.16,54.9,53.02,46.61,56.75,56.55,54.76,53.23,51.33,50.5,37.6,53.27,49.09,51.53,50.06,48.35,52.78,47.42,56.92,56.85,55.65,51.79,59.6,51.17,46.07,57.64,55.79,55.36,56.13,63.17,63.87,56.83,61.13,63.15,59.68,68.06,63.89,63.27,52.12,56.37,46.07,59.48,68.06,68.89,63.95,59.48,65.36,63.89,58.89,66.81,80.97,71.19,67.66,71.63,75.71,75.04,75.97,73.57,75.75,64.35,73.81,74.35,78.39,78.71,89.07,86.29,77.04,83.63,85.1,85.24,85.28,95.44,84.56,75.81,86.23,87.8,84.33,86.61,93.97,91.88,74.31,87.72,92.4,91.92,92.6,101.17,92.0,82.48,92.52,91.59,92.52,101.81,98.45,84.98,83.35,91.29,93.13,93.41,89.82,105.85,96.01,81.17,91.98,93.27,92.02,91.61,107.76,100.16,84.98,91.45,93.53,84.01,87.84,100.63,91.85,79.17,88.57,83.61,85.79,84.72,87.34,88.89,80.83,90.95,87.64,90.06,89.88,94.03,98.45,79.66,94.56,90.5,90.95,98.77,103.27,98.33,87.76,99.8,97.88,95.34,94.84,101.17,87.46,78.97,92.56,90.12,87.16,86.57,86.21,82.6,74.17,83.57,85.91,83.89,88.59,97.14,85.48,76.11,89.07,85.87,85.18,85.81,92.22,88.35,74.31,81.57,78.85,89.21,97.84,103.06,98.45,90.2,98.33,96.41,89.42,86.45,97.48,92.06,85.12,83.02,86.07,87.18,89.84,94.46,86.63,77.78,85.2,88.71,84.01,86.23,97.48,89.48,76.9,86.67,82.36,84.74,83.59,89.68,90.52,73.73,79.31,82.36,80.0,87.56,95.2,84.54
22,Louisiana,sub-region,transit,United States,100.0,94.3,90.62,96.9,108.89,112.14,89.12,88.66,90.08,86.22,84.43,104.24,108.32,71.67,85.35,86.2,85.18,90.25,104.45,110.76,82.08,90.46,86.27,83.86,85.54,111.12,119.41,91.61,95.21,93.46,97.11,97.69,119.23,117.35,86.19,105.22,101.3,102.03,94.8,137.92,150.33,120.6,115.04,119.8,109.51,105.92,115.59,117.28,92.41,99.41,101.17,96.0,102.75,125.37,126.02,108.44,111.89,112.21,107.5,104.78,99.33,96.7,70.93,69.11,56.53,51.81,49.5,48.02,39.44,34.06,38.3,38.18,38.55,37.37,41.0,36.69,32.16,35.0,34.59,36.05,34.24,36.21,31.49,30.75,35.88,35.27,37.9,39.97,36.34,34.28,28.38,38.82,35.32,34.84,40.25,39.56,35.26,32.09,39.23,41.86,38.69,38.74,44.46,41.81,37.17,41.45,38.83,39.59,45.87,47.58,46.09,41.78,46.22,43.97,44.97,47.68,44.03,43.51,38.2,39.84,33.19,47.44,45.47,52.31,47.26,42.52,50.75,53.87,51.25,55.6,60.89,54.53,46.8,47.38,52.15,57.93,55.42,57.81,58.16,50.69,52.54,57.95,56.43,57.5,63.09,57.09,41.75,50.13,59.21,55.0,58.21,67.3,62.97,54.71,60.72,58.56,61.07,63.31,69.52,67.47,52.51,53.8,61.91,56.38,60.85,69.12,65.96,59.07,61.48,62.07,63.4,62.07,62.7,54.8,54.55,59.34,59.69,63.86,67.23,69.37,70.12,55.03,61.32,61.43,62.1,59.3,68.41,64.79,54.76,60.9,60.48,61.26,60.28,62.97,61.96,49.68,57.38,56.58,59.15,63.49,66.86,64.73,53.18,64.7,62.75,60.27,66.95,71.9,67.62,54.03,61.91,64.94,63.59,65.94,70.03,67.97,60.71,66.83,67.36,63.6,66.11,73.91,70.1,52.25,48.86,58.59,61.59,47.66,71.67,72.37,58.19,66.17,69.45,71.42,72.98,78.95,77.55,66.74,63.16,67.42,63.31,67.85,72.34,63.58,56.66,53.9,55.71,62.12,73.07,75.99,72.7,60.08,63.98,67.12,66.28,66.21,79.72,75.84,61.53,65.27,61.6,66.27,67.47,74.4,73.99,60.76,65.73,66.75,70.6,73.95,53.56,63.3,58.86,71.0,67.14,66.73,69.94,73.52,78.73,63.52,66.65,65.13,66.04,64.6,72.29,75.44
23,Maine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,Maryland,sub-region,transit,United States,100.0,98.53,101.7,99.67,102.12,77.82,72.09,89.96,99.75,96.77,99.95,109.43,90.15,73.67,107.04,98.43,97.2,96.88,103.73,89.38,72.52,103.05,101.9,96.46,93.29,98.03,87.0,73.83,95.46,99.46,100.24,105.14,113.34,91.65,79.6,100.62,107.77,105.0,101.87,110.1,95.05,77.69,101.51,100.9,99.34,96.58,114.37,93.1,77.68,103.51,102.39,106.13,104.98,108.88,98.49,78.68,104.72,99.95,96.95,89.19,89.88,71.93,56.61,65.63,58.6,56.06,52.67,50.61,39.16,34.04,37.63,39.47,34.91,38.18,38.28,31.72,29.96,34.78,29.4,29.46,29.33,30.41,26.62,25.64,30.97,30.04,32.06,29.34,28.94,27.6,23.86,28.85,30.33,29.81,28.99,29.61,26.23,27.3,31.94,29.71,30.28,26.97,29.59,27.57,25.31,32.98,31.65,32.02,28.21,32.52,31.42,28.7,34.92,34.71,31.14,34.46,34.0,30.42,28.28,30.59,25.29,35.51,35.52,39.76,37.75,32.0,37.25,37.72,37.96,38.45,36.93,39.38,34.39,39.63,42.4,42.35,38.8,42.95,42.62,39.03,46.82,43.02,46.33,44.51,46.8,52.48,44.26,51.5,51.18,50.27,48.13,53.99,51.85,45.06,52.69,52.14,47.92,51.44,54.59,47.45,45.6,53.86,55.16,56.94,55.34,58.88,54.23,49.59,58.68,57.85,59.24,60.43,60.51,52.29,49.04,59.49,58.14,58.92,59.18,59.88,54.81,46.37,55.82,58.6,56.71,55.89,59.7,55.91,49.82,56.1,57.49,54.59,55.38,56.66,56.48,48.22,56.11,56.4,53.92,55.3,53.27,52.74,47.12,54.0,49.87,58.13,54.17,56.7,52.84,47.62,55.25,55.57,54.26,53.15,56.24,51.48,45.13,56.2,57.12,56.11,57.73,61.3,55.12,48.11,58.37,57.12,58.72,58.72,61.26,52.36,49.33,51.75,54.75,54.24,52.8,61.62,57.54,49.68,53.21,55.69,52.91,50.84,58.46,54.28,47.16,54.72,52.54,56.94,57.25,63.29,59.59,48.93,56.26,57.19,57.88,56.99,62.39,58.81,50.95,58.55,53.54,56.59,55.52,61.29,58.35,49.96,58.42,55.49,58.57,56.91,64.03,59.39,46.37,54.96,55.84,58.29,59.77,60.06,61.0,49.78,58.66,58.58,58.38,58.95,63.77,61.19
